study_id,citation,year,domain_top1,domain_top1_conf,domain_top2,domain_top2_conf,domain_top3,domain_top3_conf,region_top1,region_top1_conf,region_top2,region_top2_conf,region_top3,region_top3_conf,reliability_top1,reliability_top1_conf,reliability_top2,reliability_top2_conf,reliability_top3,reliability_top3_conf,confidence_score,notes
study_0061,"Novikov, A",2066,Archaeology,0.409,Settlement Archaeology,0.394,Stratigraphy,0.324,Egypt,0.124,Southern Levant,0.102,Sinai,0.048,Low,0.058,Medium,0.055,High,0.052,0.197,"Novikov, A.V. Novikov, Aleksandr V. (57206698622) 57206698622 NET-IMPRESSED POTTERY OF VOZNESENSKOYE I SETTLEMENT: FROM THE LATE BRONZE AGE TO THE EARLY IRON AGE; СЕТЧАТАЯ КЕРАМИКА ПОСЕЛЕНИЯ ВОЗНЕСЕНС"
study_0060,"Niebieszczański, J",2020,Epigraphy,0.202,Stratigraphy,0.162,Paleoclimatology,0.16,Southern Levant,0.059,Sinai,0.034,Egypt,0.026,High,0.046,Low,0.043,Medium,0.011,0.102,"Niebieszczański, J.; Lis, B.; Batziou, A.; Hildebrandt-Radke, I.; Veropoulidou, R.; Herbich, T.; Ryndziewicz, R.; Rzodkiewicz, M.; Wochal, D.; Domańska-Siuda, J. Niebieszczański, Jakub (57202014001); "
study_0062,"Novikova, O",2025,Radiocarbon Chronology,0.412,Stratigraphy,0.364,Isotope Geochemistry,0.364,Sinai,0.135,Egypt,0.12,Southern Levant,0.115,Medium,0.043,Low,0.035,High,0.029,0.197,"Novikova, O.V. Novikova, Olga V. (59774535600) 59774535600 FIELD STUDY OF THE LATE BRONZE AGE - EARLY IRON AGE SITES IN THE SURROUNDINGS OF LAKE GALICHSKOYE IN THE FIRST QUARTER OF THE XXI CENTURY; ПО"
study_0063,"Omarov, G",1926,Paleoclimatology,0.403,Stratigraphy,0.383,Radiocarbon Chronology,0.357,Egypt,0.204,Southern Levant,0.152,Sinai,0.125,High,0.07,Low,0.036,Medium,-0.003,0.226,"Omarov, G.; Besetayev, B.; Zharylgassynova, B.; Shagirbayev, M.; Zhumatayev, R. Omarov, Gani (57192670652); Besetayev, B. B. (57196189999); Zharylgassynova, Bibinur (59518690200); Shagirbayev, Mambet "
study_0064,"Jazwa, K",1928,Archaeology,0.385,Cognitive Archaeology,0.363,Settlement Archaeology,0.325,Egypt,0.117,Southern Levant,0.108,Sinai,0.087,Medium,0.034,High,0.002,Low,-0.015,0.179,"Jazwa, K. Jazwa, Kyle A. (57192803623) 57192803623 Intra-Cross-Craft Interaction and Cross-Craft Interaction in the Architectural Domain from the Bronze Age to Archaic Period in Mainland Greece 2024 S"
study_0065,"de Benedictis, E",2024,Archaeology,0.572,Settlement Archaeology,0.5,Landscape Archaeology,0.487,Southern Levant,0.235,Egypt,0.211,Sinai,0.193,Medium,0.014,High,0.014,Low,-0.037,0.274,"de Benedictis, E.; Meneghetti, F. de Benedictis, Enrico (59532854600); Meneghetti, Francesca (59533447300) 59532854600; 59533447300 Dealing with and Analyzing Legacy Data: An Interdisciplinary, GIS-ba"
study_0066,"Töyräänvuori, J",1946,Archaeology,0.359,Historical Geography,0.327,Geoarchaeology,0.326,Southern Levant,0.461,Egypt,0.324,Sinai,0.284,Medium,0.07,High,0.029,Low,0.017,0.297,"Töyräänvuori, J. Töyräänvuori, Joanna (57194698069) 57194698069 Cuneiform Alphabetic Texts Outside of Ugarit: Evidence for an Overland Trade Network in the LBA Levant? 2024 Studia Antiqua et Archaeolo"
study_0067,"Perelló Mateo, L",1952,Archaeology,0.403,Settlement Archaeology,0.348,Landscape Archaeology,0.342,Southern Levant,0.109,Egypt,0.071,Sinai,0.035,Medium,0.043,Low,-0.015,High,-0.015,0.185,"Perelló Mateo, L.; Llull Estarellas, B.; Calvo-Trias, M. Perelló Mateo, Laura (57226195237); Llull Estarellas, Bartomeu (57226187604); Calvo-Trias, Manuel (54891340100) 57226195237; 57226187604; 54891"
study_0068,"Meier, J",1890,Archaeology,0.374,Paleoclimatology,0.328,Cognitive Archaeology,0.308,Egypt,0.122,Sinai,0.082,Southern Levant,0.048,Medium,-0.066,Low,-0.066,High,-0.072,0.143,"Meier, J.S.; Pliatsika, V.; Shelton, K. Meier, Jacqueline S. (56704425800); Pliatsika, Vassiliki (57222326185); Shelton, Kim S. (57189093965) 56704425800; 57222326185; 57189093965 The earliest evidenc"
study_0069,"Orfanou, E",1904,Epigraphy,0.3,Archaeology,0.219,Paleography,0.191,Sinai,0.219,Southern Levant,0.158,Egypt,0.127,High,0.093,Low,0.081,Medium,0.046,0.204,"Orfanou, E.; Zach, B.; Rohrlach, A.B.; Schneider, F.N.; Paust, E.; Lucas, M.; Hermes, T.; Ilgner, J.; Scott, E.; Ettel, P.; Haak, W.; Spengler, R.; Roberts, P. Orfanou, Eleftheria (58899493700); Zach,"
study_0071,"Timonen, R",2024,Landscape Archaeology,0.345,Archaeology,0.334,Historical Geography,0.334,Southern Levant,0.201,Egypt,0.163,Sinai,0.138,Medium,0.036,Low,0.009,High,-0.038,0.194,"Timonen, R.E. Timonen, Riia Elina (59453436900) 59453436900 Plain of plenty: Farming practices, food production, and the agricultural potential of the Late Bronze Age (1600-1200 BCE) Argive Plain, Gre"
study_0070,"Ghalichi, A",1916,Meta-Analysis,0.205,Artifact Typology,0.128,Epigraphy,0.123,Southern Levant,0.042,Sinai,0.018,Egypt,-0.066,Medium,0.029,High,0.021,Low,0.005,0.092,"Ghalichi, A.; Reinhold, S.; Rohrlach, A.B.; Kalmykov, A.A.; Childebayeva, A.; Yu, H.; Aron, F.; Semerau, L.; Bastert-Lamprichs, K.; Belinskiy, A.B.; Berezina, N.Y.; Berezin, Y.B.; Broomandkhoshbacht, "
study_0072,"Apostolou, G",2042,Geoarchaeology,0.389,Settlement Archaeology,0.377,Historical Geography,0.376,Southern Levant,0.228,Egypt,0.193,Sinai,0.141,High,0.05,Low,0.041,Medium,0.006,0.222,"Apostolou, G.; Venieri, K.; Mayoral, A.; Dimaki, S.; Garcia-Molsosa, A.; Georgiadis, M.; Orengo, H.A. Apostolou, Giannis (58107204200); Venieri, Konstantina (58860442900); Mayoral, Alfredo (5719340558"
study_0073,"Capuzzo, G",1820,Radiocarbon Chronology,0.376,Stratigraphy,0.359,Paleography,0.337,Southern Levant,0.19,Sinai,0.179,Egypt,0.153,High,0.038,Medium,-0.004,Low,-0.034,0.201,"Capuzzo, G.; Stamataki, E.; Beck De Lotto, M.A.B.; Pettarin, S.; Claeys, P.; Mattielli, N.; Tasca, G.; Snoeck, C. Capuzzo, Giacomo (56149976600); Stamataki, Elisavet (57221132638); Beck De Lotto, Mich"
study_0075,"da Cruz, A",2024,Archaeology,0.47,Bioarchaeology,0.379,Paleoclimatology,0.377,Southern Levant,0.177,Egypt,0.172,Sinai,0.151,Medium,0.03,High,0.0,Low,-0.007,0.226,"da Cruz, A.R.G.P. da Cruz, Ana Rosa Gomes Pinto (58474723200) 58474723200 The archaeology of death in the Abrantes region during the Final Bronze Age (13th - 8th centuries BC): the necropolis of tumul"
study_0074,"Sharko, F",2051,Meta-Analysis,0.257,Paleoclimatology,0.122,Artifact Typology,0.119,Southern Levant,-0.011,Egypt,-0.011,Sinai,-0.014,Medium,0.018,High,0.001,Low,-0.015,0.088,"Sharko, F.S.; Boulygina, E.S.; Tsygankova, S.V.; Slobodova, N.V.; Rastorguev, S.M.; Krasivskaya, A.A.; Belinsky, A.B.; Härke, H.; Kadieva, A.A.; Demidenko, S.V.; Malashev, V.Y.; Shvedchikova, T.Y.; Do"
study_0076,"Ollard, I",2024,Radiocarbon Chronology,0.34,Paleoclimatology,0.309,Stratigraphy,0.303,Sinai,0.071,Southern Levant,0.065,Egypt,0.032,Low,0.038,High,-0.002,Medium,-0.011,0.15,"Ollard, I.; Ballantyne, R.; Aldridge, D. Ollard, Isobel S. (57222964550); Ballantyne, Rachel M. (26034543400); Aldridge, David C. (23062911400) 57222964550; 26034543400; 23062911400 Freshwater Mussel "
study_0077,"Daems, D",2024,Settlement Archaeology,0.418,Landscape Archaeology,0.405,Archaeology,0.391,Southern Levant,0.162,Egypt,0.13,Sinai,0.056,Low,0.003,High,-0.007,Medium,-0.043,0.194,"Daems, D.; Vandam, R. Daems, Dries (57210930755); Vandam, Ralf (55782474100) 57210930755; 55782474100 Tracing adaptive cycles and resilience strategies within the Sagalassos settlement record, SW Türk"
study_0078,"Mussayeva, R",1856,Isotope Geochemistry,0.391,Geoarchaeology,0.376,Paleoclimatology,0.342,Egypt,0.157,Southern Levant,0.122,Sinai,0.111,High,0.068,Low,0.018,Medium,0.009,0.206,"Mussayeva, R.; Sakenov, S.; Bilyalova, G. Mussayeva, R. S. (57211791856); Sakenov, Sergazy (57200639306); Bilyalova, G. D. (57200226726) 57211791856; 57200639306; 57200226726 Metal objects from the su"
study_0079,"Renette, S",2042,Archaeology,0.527,Settlement Archaeology,0.454,Landscape Archaeology,0.396,Southern Levant,0.215,Sinai,0.179,Egypt,0.165,High,0.007,Low,0.001,Medium,-0.024,0.249,"Renette, S.; Tomé, A.; Lewis, M.P.; Qadir, Z.A. Renette, Steve (57204220600); Tomé, André (57233004000); Lewis, Michael P. (57218555842); Qadir, Zana Abdullkarim (59678387900) 57204220600; 57233004000"
study_0080,"Fritzl, M",1928,Archaeology,0.502,Settlement Archaeology,0.434,Landscape Archaeology,0.405,Southern Levant,0.22,Sinai,0.129,Egypt,0.117,High,0.015,Medium,-0.01,Low,-0.014,0.246,"Fritzl, M.; Waltenberger, L.; James, H.F.; Snoeck, C.; Rebay-Salisbury, K. Fritzl, Michaela (57490740000); Waltenberger, Lukas (57192836119); James, Hannah F. (57201449597); Snoeck, Christophe (561496"
study_0081,"Putzer, A",2024,Archaeology,0.474,Landscape Archaeology,0.463,Stratigraphy,0.455,Southern Levant,0.351,Sinai,0.196,Egypt,0.181,High,0.049,Low,0.011,Medium,0.004,0.291,"Putzer, A. Putzer, Andreas (35769822700) 35769822700 Mapping a peripheral landscape: The Bronze Age transformation at Schnals Valley (South Tyrol/Italy) 2024 Holocene 34 9 1329 1340 0 10.1177/09596836"
study_0082,"Trubitsyna, E",2024,Paleoclimatology,0.529,Paleography,0.49,Stratigraphy,0.449,Southern Levant,0.149,Sinai,0.095,Egypt,0.081,High,0.021,Medium,0.021,Low,0.009,0.233,"Trubitsyna, E.D.; Ryabogina, N.E.; Zelenkova, R.R. Trubitsyna, E. D. (59369686800); Ryabogina, N. E. (35746887200); Zelenkova, R. R. (59370139800) 59369686800; 35746887200; 59370139800 Reconstruction "
study_0083,"Reinhold, S",2059,Epigraphy,0.25,Isotope Geochemistry,0.225,Radiocarbon Chronology,0.216,Sinai,0.115,Southern Levant,0.11,Egypt,0.031,High,0.057,Low,0.038,Medium,0.008,0.141,"Reinhold, S.; Eger, J.; Benecke, N.; Knipper, C.; Mariaschk, D.; Hansen, S.; Pichler, S.L.; Gerling, C.; Buzhilova, A.P.; Mishina, T.A.; Korobov, D.S.; Belinskiy, A.B. Reinhold, Sabine (26034841000); "
study_0084,"Losaberidze, L",1955,Geoarchaeology,0.369,Archaeology,0.357,Settlement Archaeology,0.346,Southern Levant,0.353,Egypt,0.29,Sinai,0.218,Medium,0.069,Low,-0.005,High,-0.03,0.264,"Losaberidze, L.; Kirkitadze, G.; Akhalaia, M.; Lobjanidze, M.; Zimmerman, M.; Elashvili, M. Losaberidze, Levan (57795838200); Kirkitadze, Giorgi (57195519789); Akhalaia, Mate (57900649300); Lobjanidze"
study_0085,"Gur-Arie, S",2037,Epigraphy,0.188,Isotope Geochemistry,0.188,Radiocarbon Chronology,0.184,Sinai,0.068,Southern Levant,0.044,Egypt,0.035,High,0.088,Low,0.083,Medium,0.05,0.115,"Gur-Arie, S.; Eisenmann, S.; Henry, A.G.; Lucas, M.; Lenz, D.; Paxinos, P.; Weber, H.; Morandi, L.F.; Stone, J.R.; Schultz, M.; Roberts, P.; Stockhammer, P.W. Gur-Arie, Shira (55270261700); Eisenmann,"
study_0086,"Epimakhov, A",1933,Epigraphy,0.218,Comparative Mythology,0.196,Meta-Analysis,0.162,Sinai,0.081,Egypt,0.076,Southern Levant,0.052,Medium,0.033,High,-0.003,Low,-0.019,0.11,"Epimakhov, A.V.; Ankushev, M.N.; Ankusheva, P.S.; Artemyev, D.A.; Blinov, I.A.; Kiseleva, D.V.; Kitov, E.P.; Chechushkov, I.V.; Vinogradov, N.B. Epimakhov, Andrey Vladimirovich (16642379500); Ankushev"
study_0087,"Chen, G",2056,Epigraphy,0.226,Isotope Geochemistry,0.216,Stratigraphy,0.173,Southern Levant,0.103,Sinai,0.1,Egypt,0.064,Medium,0.053,High,0.047,Low,0.038,0.127,"Chen, G.; Zhou, X.; Khasanov, M.; Ma, J.; Liu, J.; Shen, H.; Zhao, K.; Ma, J.; Shukirilloyevich, N.; Wang, J.; Askarov, A.; Li, X. Chen, Guanhan (57214932370); Zhou, Xingying (16680496100); Khasanov, "
study_0088,"Hermon, S",1859,Comparative Mythology,0.392,Archaeology,0.379,Bioarchaeology,0.332,Sinai,0.177,Egypt,0.167,Southern Levant,0.143,High,0.027,Medium,-0.016,Low,-0.028,0.198,"Hermon, S.; Orabi, R.; Vassallo, V.; Polig, M.; MacGillivray, J.A.; Driessen, J. Hermon, Sorin (55418591100); Orabi, Rahaf (57219467227); Vassallo, Valentina (57216850180); Polig, Martina (57202500911"
study_0090,Corrigendum to: Un exemplaire inédit de menotte conservé au Musée de Berlin (ÄM 15130) (The Journal of Egyptian Archaeol,2022,Archaeology,0.448,Cognitive Archaeology,0.354,Stratigraphy,0.332,Egypt,0.518,Sinai,0.35,Southern Levant,0.255,Medium,-0.03,High,-0.056,Low,-0.089,0.312,"Corrigendum to: Un exemplaire inédit de menotte conservé au Musée de Berlin (ÄM 15130) (The Journal of Egyptian Archaeology, (2022), 108, 1-2, (205-211), 10.1177/03075133221117169) 2024 Journal of Egy"
study_0089,"Gil Orduña, E",2083,Radiocarbon Chronology,0.578,Isotope Geochemistry,0.391,Paleoclimatology,0.286,Southern Levant,0.319,Sinai,0.114,Egypt,0.091,Low,0.049,Medium,0.048,High,0.009,0.315,"Gil Orduña, E. Gil Orduña, Enrique (59208310600) 59208310600 A Bayesian Statistical Reassessment of Levantine Late Iron Age I Radiocarbon Data; Una reevaluación estadística bayesiana de las fechas 14C"
study_0091,"Berger, L",2024,Archaeology,0.31,Epigraphy,0.309,Stratigraphy,0.293,Southern Levant,0.08,Egypt,0.036,Sinai,0.009,Medium,0.08,Low,0.014,High,-0.034,0.157,"Berger, L.; Forstenpointner, G.; Frühauf, P.; Kanz, F. Berger, Lydia (59169270900); Forstenpointner, Gerhard (6602167166); Frühauf, Peter (54393093900); Kanz, Fabian (6507848270) 59169270900; 66021671"
study_0092,"Fuller, B",2024,Paleoclimatology,0.259,Bioarchaeology,0.256,Radiocarbon Chronology,0.236,Southern Levant,0.412,Sinai,0.146,Egypt,0.106,Medium,-0.003,High,-0.014,Low,-0.041,0.223,"Fuller, B.T.; Riehl, S.; Linseele, V.; Marinova, E.; De Cupere, B.; Bretschneider, J.; Richards, M.P.; Van Neer, W. Fuller, Benjamin T. (7102974742); Riehl, Simone (6603653900); Linseele, Veerle (2293"
study_0093,"Powell, W",2024,Archaeology,0.433,Radiocarbon Chronology,0.414,Landscape Archaeology,0.378,Egypt,0.059,Southern Levant,0.056,Sinai,-0.034,Low,0.016,Medium,-0.03,High,-0.036,0.169,"Powell, W.; Barjamovic, G.; Pulak, C. Powell, Wayne G. (26431567900); Barjamovic, Gojko (56690377600); Pulak, Cemal (35764691700) 26431567900; 56690377600; 35764691700 Copper for the early oxhide ingo"
study_0094,"Lidour, K",2049,Archaeology,0.49,Cognitive Archaeology,0.44,Landscape Archaeology,0.379,Southern Levant,0.329,Sinai,0.307,Egypt,0.29,Medium,0.012,High,-0.014,Low,-0.065,0.277,"Lidour, K.; Cuenca-Solana, D.; Marquínez, J.S.; Cimentada, A.C.; Charpentier, V.; Méry, S. Lidour, Kevin (57204904457); Cuenca-Solana, David (55668258700); Marquínez, Jesús Setién (58956321500); Cimen"
study_0095,"Coppini, C",2024,Ceramic Analysis,0.5,Radiocarbon Chronology,0.398,Isotope Geochemistry,0.331,Egypt,0.213,Southern Levant,0.2,Sinai,0.19,Medium,0.054,Low,0.02,High,-0.002,0.256,"Coppini, C. Coppini, Costanza (59128661400) 59128661400 The Late Bronze and early iron age ceramic sequence at Tell Fekheriye (Syria) 2024 2 1 1136 0 10.1515/9783111075303 https://www.scopus.com/inwar"
study_0096,"Parkhomenko, V",2064,Bioarchaeology,0.345,Zooarchaeology,0.309,Radiocarbon Chronology,0.285,Sinai,0.131,Egypt,0.107,Southern Levant,0.049,Medium,0.066,High,0.055,Low,0.045,0.181,"Parkhomenko, V.; Bobina, O.; Shapovalova, I. Parkhomenko, Vladyslav A. (58484130300); Bobina, Oleg (59206455500); Shapovalova, Iryna S. (57224253445) 58484130300; 59206455500; 57224253445 SOUTH OF UKR"
study_0099,"Feldbacher, R",2080,Archaeology,0.467,Stratigraphy,0.389,Settlement Archaeology,0.383,Southern Levant,0.255,Egypt,0.203,Sinai,0.152,Medium,0.002,High,-0.015,Low,-0.031,0.241,"Feldbacher, R.; Alvarez, L.E.; Miyauchi, Y.; Lorentz, K.O.; Fischer, P.M. Feldbacher, Rainer (55325704600); Alvarez, Laura Elisabeth (58484613800); Miyauchi, Yuko (57223349179); Lorentz, Kirsi O. (562"
study_0097,"Flouris, A",2090,Epigraphy,0.297,Stratigraphy,0.281,Landscape Archaeology,0.25,Southern Levant,0.22,Egypt,0.19,Sinai,0.182,High,0.092,Low,0.08,Medium,0.057,0.203,"Flouris, A.D.; Petmezas, S.B.; Asimoglou, P.I.; Vale, J.P.; Sotto Mayor, T.S.; Giakas, G.; Jamurtas, A.Z.; Koutedakis, Y.; Wardle, K.; Wardle, D. Flouris, Andreas D. (8446310300); Petmezas, Stavros B."
study_0098,"Breu, A",1945,Radiocarbon Chronology,0.347,Paleoclimatology,0.306,Paleography,0.296,Southern Levant,0.086,Egypt,0.038,Sinai,0.0,High,0.019,Low,0.003,Medium,-0.022,0.151,"Breu, A.; Risch, R.; Molina, E.; Friederich, S.; Meller, H.; Knoll, F. Breu, Adrià (57194555050); Risch, Roberto (6602556151); Molina, Elena (57194689172); Friederich, Susanne (6507951842); Meller, Ha"
study_0100,"Manning, S",2024,Radiocarbon Chronology,0.596,Isotope Geochemistry,0.462,Paleoclimatology,0.424,Sinai,0.193,Southern Levant,0.192,Egypt,0.144,Low,0.015,High,0.005,Medium,-0.04,0.268,"Manning, S.W. Manning, Sturt W. (7103371157) 7103371157 Problems of Dating Spread on Radiocarbon Calibration Curve Plateaus: The 1620-1540 BC Example and the Dating of the Therasia Olive Shrub Samples"
study_0101,"Atkins, R",2060,Settlement Archaeology,0.531,Archaeology,0.49,Landscape Archaeology,0.435,Southern Levant,0.178,Egypt,0.104,Sinai,0.096,Low,-0.01,High,-0.013,Medium,-0.033,0.233,"Atkins, R.; Meadows, I. Atkins, Rob (26646248800); Meadows, Ian (16027206000) 26646248800; 16027206000 Neolithic pits, late bronze age/early iron age pit alignments and iron age to Roman settlements a"
study_0102,"Ortler, M",1936,Paleoclimatology,0.43,Paleography,0.387,Stratigraphy,0.384,Southern Levant,0.186,Egypt,0.079,Sinai,0.078,High,0.081,Low,0.046,Medium,0.038,0.232,"Ortler, M.; Brauer, A.; Fabbri, S.C.; Haas, J.N.; Hajdas, I.; Kowarik, K.; Kueck, J.; Reschreiter, H.; Strasser, M. Ortler, Marcel (57217529867); Brauer, Achim (7006171205); Fabbri, Stefano Claudio (5"
study_0103,"Kulkova, M",1912,Isotope Geochemistry,0.545,Radiocarbon Chronology,0.416,Stratigraphy,0.395,Sinai,0.144,Egypt,0.142,Southern Levant,0.141,Medium,0.008,Low,-0.014,High,-0.047,0.232,"Kulkova, M.A.; Kashuba, M.T.; Kozhukhovskaya, Y.V.; Tikhomirov, V.A.; Kul’kov, A.M. Kulkova, Marianna A. (57221495216); Kashuba, Maya T. (57191206599); Kozhukhovskaya, Yulia V. (58727819100); Tikhomir"
study_0104,"Bruyere, C",1992,Meta-Analysis,0.178,Epigraphy,0.145,Paleoclimatology,0.131,Sinai,0.138,Southern Levant,0.085,Egypt,0.061,Medium,0.114,High,0.11,Low,0.089,0.144,"Bruyere, C.; Daly, J.S.; van Acken, D.; Jovanović, D.; Orfanou, V.; Frankovic, F.; Spasič, M.; Koledin, J.; Molloy, B. Bruyere, Caroline (57215905977); Daly, J. Stephen (7401992561); van Acken, David "
study_0105,"Väli, V",2024,Stratigraphy,0.304,Epigraphy,0.287,Isotope Geochemistry,0.251,Sinai,0.202,Southern Levant,0.19,Egypt,0.171,High,0.067,Low,0.064,Medium,0.017,0.191,"Väli, V.; Vassiljev, J.; Alliksaar, T.; Blaus, A.; Kama, P.; Kihno, K.; Põldmaa, M.; Saarse, L.; Tomson, P.; Poska, A. Väli, Vivika (56152024200); Vassiljev, Jüri (56055965500); Alliksaar, Tiiu (66032"
study_0106,"Cordivari, B",1968,Archaeology,0.487,Settlement Archaeology,0.448,Cognitive Archaeology,0.41,Southern Levant,0.082,Egypt,0.073,Sinai,0.017,Medium,0.038,Low,-0.032,High,-0.071,0.202,"Cordivari, B.W.; Boileau, M.-C. Cordivari, Braden W. (57919689500); Boileau, Marie Claude (35387539200) 57919689500; 35387539200 Characterizing the manufacturing practices of Late Bronze Age White sli"
study_0107,"Heywood, S",2036,Paleoclimatology,0.304,Paleography,0.28,Radiocarbon Chronology,0.274,Southern Levant,0.135,Egypt,0.094,Sinai,-0.04,High,0.038,Medium,0.038,Low,0.002,0.159,"Heywood, S.; Spate, M.; Betts, A.; Weiming Jia, P.; Fairbairn, A. Heywood, Sullivan (58740203600); Spate, Michael (57192892810); Betts, Alison V.G. (7103246977); Weiming Jia, Peter Weiming (3551969180"
study_0109,"Rotunno, R",1814,Epigraphy,0.294,Archaeology,0.285,Paleoclimatology,0.28,Sinai,0.248,Egypt,0.237,Southern Levant,0.22,High,0.077,Low,0.021,Medium,0.004,0.206,"Rotunno, R.; Aouadi, N.; Gharbi, A.; Cancellieri, E.; Cafieri, D.; Di Matteo, M.D.; Kerkeni, H.; Micarelli, I.; di Lernia, S. Rotunno, Rocco (57210112403); Aouadi, Nabiha (55807443100); Gharbi, Amir ("
study_0108,"Paladugu, R",2024,Epigraphy,0.299,Isotope Geochemistry,0.284,Stratigraphy,0.283,Southern Levant,0.238,Egypt,0.221,Sinai,0.219,High,0.058,Low,0.035,Medium,-0.006,0.199,"Paladugu, R.; Celant, A.; Jha, G.; Di Rita, F.; de Sousa, E.; Arruda, A.M.; Maurer, A.-F.; Magri, D.; Barrocas Dias, C. Paladugu, Roshan (58042805300); Celant, Alessandra (6506297592); Jha, Gopesh (58"
study_0110,"Butyagin, A",2081,Archaeology,0.457,Stratigraphy,0.367,Settlement Archaeology,0.362,Egypt,0.141,Sinai,0.125,Southern Levant,0.113,High,0.025,Medium,-0.008,Low,-0.015,0.208,"Butyagin, A.; Kolosov, V.; Giblova, A.; Milikhina, N. Butyagin, Alexander M. (37105605700); Kolosov, Vladimir Pavlovich (57208115040); Giblova, Anastasiya (59553186800); Milikhina, Nadezhda (595072217"
study_0111,"Kulkova, M",1912,Radiocarbon Chronology,0.374,Isotope Geochemistry,0.35,Paleoclimatology,0.338,Southern Levant,0.133,Sinai,0.119,Egypt,0.115,Medium,0.009,High,0.008,Low,-0.008,0.172,"Kulkova, M.A.; Kashuba, M.T.; Kul’kov, A.M.; Kozhukhovskaya, Y.V.; Tikhomirov, V.A.; Streltsov, M.A.; Markova, M.A. Kulkova, Marianna A. (57221495216); Kashuba, Maya T. (57191206599); Kul’kov, Alexand"
study_0113,"Kutlu, M",2024,Settlement Archaeology,0.346,Archaeology,0.315,Isotope Geochemistry,0.299,Egypt,0.216,Southern Levant,0.211,Sinai,0.148,High,0.002,Medium,-0.004,Low,-0.009,0.188,"Kutlu, M.; Kutlu, L. Kutlu, Mehmet (57345280200); Kutlu, Leila (57345590600) 57345280200; 57345590600 The Settlement of Akbauyr: Iron Age Metallurgic Center in Southwestern Altai; Güneybatı Altaylarda"
study_0112,"Kostomarova, Y",1916,Isotope Geochemistry,0.342,Radiocarbon Chronology,0.333,Archaeology,0.322,Egypt,0.089,Sinai,0.012,Southern Levant,0.003,Medium,0.006,Low,-0.04,High,-0.07,0.146,"Kostomarova, Y.V.; Bukacheva, A.O.; Molchanov, I.V. Kostomarova, Yu V. (57191634482); Bukacheva, Anastasia O. (58918626700); Molchanov, Ivan V. (55148171200) 57191634482; 58918626700; 55148171200 USE-"
study_0115,"Petrakis, V",2024,Archaeology,0.319,Cognitive Archaeology,0.28,Paleography,0.278,Sinai,0.232,Egypt,0.187,Southern Levant,0.116,Medium,0.014,Low,-0.004,High,-0.045,0.188,"Petrakis, V. Petrakis, Vassilis P. (26033423000) 26033423000 GREEK ARCHAEOLOGISTS ON THE “GREEK SOLUTION”: THE RECEPTION OF THE DECIPHERMENT OF LINEAR B IN THE WORKS OF SPYRIDON MARINATOS AND NIKOLAOS"
study_0114,"Vladimirov, S",2020,Archaeology,0.369,Stratigraphy,0.336,Settlement Archaeology,0.311,Egypt,0.21,Sinai,0.174,Southern Levant,0.166,High,0.03,Low,0.018,Medium,-0.042,0.203,"Vladimirov, S.I. Vladimirov, S. I. (57225098540) 57225098540 RESULTS OF ARCHAEOLOGICAL WORKS ON THE RIGHT-BANK TSIMLYANSK FORTRESS IN 2020-2022: FINDS AND MATERIALS; РЕЗУЛЬТАТЫ АРХЕОЛОГИЧЕСКИХ РАБОТ Н"
